league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk
INT-World Cup,2018,Egypt,Kahraba,Egypt,"FW,MF",24,1994,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Marwan Mohsen,Egypt,FW,29,1989,3,3,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Mohamed Abdel-Shafy,Egypt,DF,32,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Mohamed El-Shenawy,Egypt,GK,29,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Mohamed Elneny,Egypt,MF,25,1992,3,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Mohamed Salah,Egypt,"MF,FW",25,1992,2,2,180,2.0,2,0,2,1,1,1,0,0,1.0,0.0,1.0,0.5,0.5
INT-World Cup,2018,Egypt,Ramadan Sobhi,Egypt,MF,21,1997,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Sam Morsy,Egypt,MF,26,1991,1,0,41,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Tarek Hamed,Egypt,MF,29,1988,3,3,229,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Egypt,Trézéguet,Egypt,"MF,FW",23,1994,3,3,237,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Ashley Young,England,MF,32,1985,5,5,461,5.1,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2
INT-World Cup,2018,England,Danny Rose,England,MF,27,1990,5,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Danny Welbeck,England,"FW,MF",27,1990,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Dele Alli,England,MF,22,1996,5,4,362,4.0,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25
INT-World Cup,2018,England,Eric Dier,England,MF,24,1994,6,2,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Fabian Delph,England,MF,28,1989,4,2,222,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Gary Cahill,England,DF,32,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Harry Kane,England,FW,24,1993,6,6,572,6.4,6,0,6,3,3,3,0,0,0.94,0.0,0.94,0.47,0.47
INT-World Cup,2018,England,Harry Maguire,England,DF,25,1993,7,6,645,7.2,1,1,2,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28
INT-World Cup,2018,England,Jamie Vardy,England,FW,31,1987,4,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Jesse Lingard,England,MF,25,1992,6,5,526,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34
INT-World Cup,2018,England,John Stones,England,DF,24,1994,7,7,645,7.2,2,0,2,2,0,0,1,0,0.28,0.0,0.28,0.28,0.28
INT-World Cup,2018,England,Jordan Henderson,England,MF,27,1990,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Jordan Pickford,England,GK,24,1994,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Kieran Trippier,England,MF,27,1990,6,6,579,6.4,1,1,2,1,0,0,0,0,0.16,0.16,0.31,0.16,0.31
INT-World Cup,2018,England,Kyle Walker,England,DF,28,1990,5,5,493,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Marcus Rashford,England,FW,20,1997,6,1,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Phil Jones,England,DF,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,England,Raheem Sterling,England,FW,23,1994,6,6,451,5.0,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2
INT-World Cup,2018,England,Ruben Loftus-Cheek,England,MF,22,1996,4,3,274,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33
INT-World Cup,2018,England,Trent Alexander-Arnold,England,MF,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Antoine Griezmann,France,"MF,FW",27,1991,7,7,566,6.3,4,2,6,1,3,3,0,0,0.64,0.32,0.95,0.16,0.48
INT-World Cup,2018,France,Benjamin Mendy,France,DF,23,1994,1,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Benjamin Pavard,France,DF,22,1996,6,6,540,6.0,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17
INT-World Cup,2018,France,Blaise Matuidi,France,MF,31,1987,5,4,334,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Corentin Tolisso,France,MF,23,1994,5,2,195,2.2,0,1,1,0,0,0,1,0,0.0,0.46,0.46,0.0,0.46
INT-World Cup,2018,France,Djibril Sidibé,France,DF,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Florian Thauvin,France,"FW,MF",25,1993,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Hugo Lloris,France,GK,31,1986,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Kylian Mbappé,France,"MF,FW",19,1998,7,6,532,5.9,4,0,4,4,0,0,2,0,0.68,0.0,0.68,0.68,0.68
INT-World Cup,2018,France,Lucas Hernández,France,DF,22,1996,7,7,589,6.5,0,2,2,0,0,0,2,0,0.0,0.31,0.31,0.0,0.31
INT-World Cup,2018,France,N'Golo Kanté,France,MF,27,1991,7,7,593,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Nabil Fekir,France,"FW,MF",24,1993,6,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Olivier Giroud,France,FW,31,1986,7,6,545,6.1,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17
INT-World Cup,2018,France,Ousmane Dembélé,France,"MF,FW",21,1997,4,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Paul Pogba,France,MF,25,1993,6,6,538,6.0,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17
INT-World Cup,2018,France,Presnel Kimpembe,France,DF,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Raphaël Varane,France,DF,25,1993,7,7,630,7.0,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14
INT-World Cup,2018,France,Samuel Umtiti,France,DF,24,1993,6,6,540,6.0,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17
INT-World Cup,2018,France,Steve Mandanda,France,GK,33,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Steven Nzonzi,France,MF,29,1988,5,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,France,Thomas Lemar,France,MF,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Antonio Rüdiger,Germany,DF,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Jonas Hector,Germany,DF,28,1990,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Joshua Kimmich,Germany,DF,23,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Julian Brandt,Germany,"FW,MF",22,1996,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Julian Draxler,Germany,MF,24,1993,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Jérôme Boateng,Germany,DF,29,1988,2,2,171,1.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Leon Goretzka,Germany,MF,23,1995,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Manuel Neuer,Germany,GK,32,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Marco Reus,Germany,MF,29,1989,3,2,211,2.3,1,1,2,1,0,0,0,0,0.43,0.43,0.85,0.43,0.85
INT-World Cup,2018,Germany,Mario Gómez,Germany,FW,32,1985,3,0,90,1.0,0,1,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0
INT-World Cup,2018,Germany,Marvin Plattenhardt,Germany,DF,26,1992,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Mats Hummels,Germany,DF,29,1988,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Mesut Özil,Germany,MF,29,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Niklas Süle,Germany,DF,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Sami Khedira,Germany,MF,31,1987,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Sebastian Rudy,Germany,MF,28,1990,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Thomas Müller,Germany,MF,28,1989,3,2,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Timo Werner,Germany,FW,22,1996,3,3,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Germany,Toni Kroos,Germany,MF,28,1990,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Germany,İlkay Gündoğan,Germany,MF,27,1990,1,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Alireza Beiranvand,IR Iran,GK,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Alireza Jahanbakhsh,IR Iran,"MF,FW",24,1993,3,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Ehsan Hajsafi,IR Iran,"DF,MF",28,1990,3,3,213,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Karim Ansarifard,IR Iran,MF,28,1990,3,2,179,2.0,1,0,1,0,1,1,1,0,0.5,0.0,0.5,0.0,0.0
INT-World Cup,2018,IR Iran,Majid Hosseini,IR Iran,DF,21,1996,3,2,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Masoud Shojaei,IR Iran,MF,34,1984,1,1,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Mehdi Taremi,IR Iran,"MF,FW",25,1992,3,2,203,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Milad Mohammadi,IR Iran,"DF,MF",24,1993,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Morteza Pouraliganji,IR Iran,DF,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Omid Ebrahimi,IR Iran,MF,30,1987,3,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Ramin Rezaeian,IR Iran,DF,28,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Rouzbeh Cheshmi,IR Iran,DF,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Saeid Ezatolahi,IR Iran,MF,21,1996,2,2,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Saman Ghoddos,IR Iran,"FW,MF",24,1993,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Sardar Azmoun,IR Iran,FW,23,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,IR Iran,Vahid Amiri,IR Iran,"FW,MF",30,1988,3,3,265,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Albert Guðmundsson,Iceland,"FW,MF",20,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Alfreð Finnbogason,Iceland,FW,29,1989,3,3,262,2.9,1,0,1,1,0,0,1,0,0.34,0.0,0.34,0.34,0.34
INT-World Cup,2018,Iceland,Ari Freyr Skúlason,Iceland,"DF,MF",31,1987,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Arnór Ingvi Traustason,Iceland,"FW,MF",25,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Aron Gunnarsson,Iceland,MF,29,1989,3,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Birkir Bjarnason,Iceland,MF,30,1988,3,3,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Birkir Már Sævarsson,Iceland,DF,33,1984,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Björn Sigurðarson,Iceland,FW,27,1991,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Emil Hallfreðsson,Iceland,MF,33,1984,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Gylfi Sigurðsson,Iceland,"MF,FW",28,1989,3,3,270,3.0,1,0,1,0,1,2,0,0,0.33,0.0,0.33,0.0,0.0
INT-World Cup,2018,Iceland,Hannes Þór Halldórsson,Iceland,GK,34,1984,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Hörður Magnússon,Iceland,DF,25,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Jóhann Berg Guðmundsson,Iceland,MF,27,1990,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Jón Daði Böðvarsson,Iceland,FW,26,1992,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Kári Árnason,Iceland,DF,35,1982,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Ragnar Sigurðsson,Iceland,DF,31,1986,3,3,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Rúrik Gíslason,Iceland,MF,30,1988,2,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Iceland,Sverrir Ingi Ingason,Iceland,DF,24,1993,2,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Eiji Kawashima,Japan,GK,35,1983,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Gaku Shibasaki,Japan,MF,26,1992,4,4,339,3.8,0,1,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27
INT-World Cup,2018,Japan,Gen Shoji,Japan,DF,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Genki Haraguchi,Japan,MF,27,1991,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37
INT-World Cup,2018,Japan,Gōtoku Sakai,Japan,MF,27,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Hiroki Sakai,Japan,DF,28,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Hotaru Yamaguchi,Japan,MF,27,1990,3,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Keisuke Honda,Japan,"FW,MF",32,1986,3,0,50,0.6,1,1,2,1,0,0,0,0,1.8,1.8,3.6,1.8,3.6
INT-World Cup,2018,Japan,Makoto Hasebe,Japan,MF,34,1984,4,3,279,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Maya Yoshida,Japan,DF,29,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Shinji Kagawa,Japan,MF,29,1989,3,3,230,2.6,1,1,2,0,1,1,0,0,0.39,0.39,0.78,0.0,0.39
INT-World Cup,2018,Japan,Shinji Okazaki,Japan,MF,32,1986,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Takashi Inui,Japan,MF,30,1988,4,3,292,3.2,2,1,3,2,0,0,1,0,0.62,0.31,0.92,0.62,0.92
INT-World Cup,2018,Japan,Takashi Usami,Japan,MF,26,1992,2,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Tomoaki Makino,Japan,DF,31,1987,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Yoshinori Mutō,Japan,FW,25,1992,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Japan,Yuya Osako,Japan,FW,28,1990,4,3,308,3.4,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29
INT-World Cup,2018,Japan,Yūto Nagatomo,Japan,DF,31,1986,4,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25
INT-World Cup,2018,Korea Republic,Go Yo-han,Korea Republic,"DF,FW",30,1988,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Hong Chul,Korea Republic,DF,27,1990,2,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Hwang Hee-chan,Korea Republic,"MF,FW",22,1996,3,2,203,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Jang Hyun-soo,Korea Republic,"DF,MF",26,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Jo Hyeon-woo,Korea Republic,GK,26,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Ju Se-jong,Korea Republic,MF,27,1990,2,1,85,0.9,0,1,1,0,0,0,0,0,0.0,1.06,1.06,0.0,1.06
INT-World Cup,2018,Korea Republic,Jung Woo-young,Korea Republic,MF,28,1989,3,1,128,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Ki Sung-yueng,Korea Republic,MF,29,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Kim Min-woo,Korea Republic,DF,28,1990,2,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Kim Shin-wook,Korea Republic,FW,30,1988,1,1,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Kim Young-gwon,Korea Republic,DF,28,1990,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2018,Korea Republic,Koo Ja-cheol,Korea Republic,"MF,FW",29,1989,2,2,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",25,1992,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33
INT-World Cup,2018,Korea Republic,Lee Seung-woo,Korea Republic,"FW,MF",20,1998,2,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Lee Yong,Korea Republic,DF,31,1986,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Moon Seon-min,Korea Republic,MF,26,1992,2,2,144,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Park Joo-ho,Korea Republic,DF,31,1987,1,1,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Korea Republic,Son Heung-min,Korea Republic,FW,25,1992,3,3,270,3.0,2,0,2,2,0,0,1,0,0.67,0.0,0.67,0.67,0.67
INT-World Cup,2018,Korea Republic,Yun Young-sun,Korea Republic,DF,29,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Andrés Guardado,Mexico,MF,31,1986,4,4,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Carlos Salcedo,Mexico,DF,24,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Carlos Vela,Mexico,"MF,FW",29,1989,4,4,313,3.5,1,0,1,0,1,1,0,0,0.29,0.0,0.29,0.0,0.0
INT-World Cup,2018,Mexico,Edson Álvarez,Mexico,DF,20,1997,4,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Giovani dos Santos,Mexico,"FW,MF",29,1989,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Guillermo Ochoa,Mexico,GK,32,1985,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Hirving Lozano,Mexico,"MF,FW",22,1995,4,4,315,3.5,1,1,2,1,0,0,0,0,0.29,0.29,0.57,0.29,0.57
INT-World Cup,2018,Mexico,Hugo Ayala,Mexico,DF,31,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Héctor Herrera,Mexico,MF,28,1990,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Héctor Moreno,Mexico,DF,30,1988,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Javier Hernández,Mexico,FW,30,1988,4,4,329,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55
INT-World Cup,2018,Mexico,Jesús Corona,Mexico,"DF,FW",25,1993,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Jesús Gallardo,Mexico,DF,23,1994,4,4,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Jonathan dos Santos,Mexico,MF,28,1990,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Marco Fabián,Mexico,"FW,MF",28,1989,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Miguel Layún,Mexico,MF,29,1988,4,3,313,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Oribe Peralta,Mexico,FW,34,1984,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Rafael Márquez,Mexico,MF,39,1979,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Mexico,Raúl Jiménez,Mexico,FW,27,1991,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Achraf Hakimi,Morocco,DF,19,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2018,Morocco,Amine Harit,Morocco,MF,20,1997,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
