league,season,team,player,nation,pos,age,club,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,playing_time_playing_time_mp,playing_time_playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_playing_time_90s,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,misc_90s,misc_performance_crdy,misc_performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og
INT-World Cup,2022,Costa Rica,Gerson Torres,Costa Rica,MF,24,1. Herediano,1997,1.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,1.41,0.0,0.0,,0.0,0.0,1,64.0,64.0,23.7,0.7,1,64.0,0,0,,2,3.0,0.0,0.0,0.0,0.0,3.5,0.7,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Jewison Bennette,Costa Rica,MF,17,2. Sunderland,2004,3.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.0,0.0,0.0,0.87,0.0,0.0,,0.0,0.0,3,103.0,34.0,38.1,1.1,1,60.0,0,2,22.0,0,1.0,1.0,6.0,-5.0,-4.37,-2.75,1.1,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Joel Campbell,Costa Rica,"MF,FW",29,1. León,1992,3.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,1.0,3.0,11.0,-8.0,-2.68,-2.68,3.0,1.0,0.0,0.0,3.0,11.0,3.0,7.0,0.0,5.0,,,0.0
INT-World Cup,2022,Costa Rica,Johan Venegas,Costa Rica,FW,33,1. Alajuelense,1988,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,73.0,73.0,27.0,0.8,1,73.0,0,0,,2,0.0,2.0,2.0,0.0,0.0,3.65,0.8,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Juan Pablo Vargas,Costa Rica,DF,27,1. Millonarios,1995,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,2.0,4.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,0.0
INT-World Cup,2022,Costa Rica,Kendall Waston,Costa Rica,DF,34,1. Saprissa,1988,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,1.0,100.0,0.4,0.4,0.0,0.0,0.0,0.0,3,225.0,75.0,83.3,2.5,2,90.0,2,1,45.0,0,1.0,3.0,8.0,-5.0,-2.0,4.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,,,0.0
INT-World Cup,2022,Costa Rica,Keylor Navas,Costa Rica,GK,35,1. PSG,1986,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,11.0,-8.0,-2.67,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Keysher Fuller,Costa Rica,"DF,MF",27,1. Herediano,1994,3.0,3.0,253.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,2.8,1.0,3.0,2.0,66.7,1.07,0.71,0.33,0.5,0.0,0.0,3,253.0,84.0,93.7,2.8,3,84.0,2,0,,0,1.0,3.0,9.0,-6.0,-2.13,8.45,2.8,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,4.0,,,0.0
INT-World Cup,2022,Costa Rica,Patrick Sequeira,Costa Rica,GK,23,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Costa Rica,Roan Wilson,Costa Rica,FW,20,1. Municipal Grecia,2002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Rónald Matarrita,Costa Rica,"DF,MF",27,1. FC Cincinnati,1994,2.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,26.0,13.0,9.6,0.3,0,,0,2,13.0,1,0.0,0.0,4.0,-4.0,-13.85,-12.37,0.3,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Yeltsin Tejeda,Costa Rica,MF,30,1. Herediano,1992,3.0,3.0,269.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,0.33,0.67,3.0,1.0,2.0,2.0,100.0,0.67,0.67,0.5,0.5,0.0,0.0,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,1.0,3.0,11.0,-8.0,-2.68,-2.68,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,,,0.0
INT-World Cup,2022,Costa Rica,Youstin Salas,Costa Rica,DF,25,1. Saprissa,1996,2.0,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2,47.0,24.0,17.4,0.5,0,,0,2,24.0,1,1.5,2.0,3.0,-1.0,-1.91,0.91,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0
INT-World Cup,2022,Costa Rica,Álvaro Zamora,Costa Rica,FW,20,1. Saprissa,2002,1.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,30.0,30.0,11.1,0.3,0,,0,1,30.0,2,0.0,0.0,3.0,-3.0,-9.0,-7.13,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0.0
INT-World Cup,2022,Costa Rica,Óscar Duarte,Costa Rica,DF,33,1. Al-Wehda,1989,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,11.0,-8.0,-2.67,,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,,,0.0
INT-World Cup,2022,Croatia,Andrej Kramarić,Croatia,FW,30,1. Hoffenheim,1991,7.0,7.0,474.0,5.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,5.3,2.0,10.0,4.0,40.0,1.9,0.76,0.2,0.5,0.0,0.0,7,474.0,68.0,68.7,5.3,7,68.0,0,0,,0,1.43,6.0,6.0,0.0,0.0,-0.42,5.3,0.0,0.0,0.0,1.0,4.0,2.0,6.0,0.0,2.0,,,0.0
INT-World Cup,2022,Croatia,Ante Budimir,Croatia,FW,30,1. Osasuna,1991,2.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.64,0.0,0.0,,0.0,0.0,2,55.0,28.0,8.0,0.6,0,,0,2,28.0,5,1.0,1.0,0.0,1.0,1.64,1.64,0.6,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,,,0.0
INT-World Cup,2022,Croatia,Borna Barišić,Croatia,DF,29,1. Rangers,1992,1.0,1.0,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.75,0.0,0.0,,0.0,0.0,1,120.0,120.0,17.4,1.3,1,120.0,1,0,,6,1.0,1.0,1.0,0.0,0.0,-0.16,1.3,1.0,0.0,0.0,5.0,2.0,0.0,11.0,0.0,1.0,,,0.0
INT-World Cup,2022,Croatia,Borna Sosa,Croatia,DF,24,1. Stuttgart,1998,5.0,5.0,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,2.0,0.0,0.0,0.42,0.0,0.0,,0.0,0.0,5,424.0,85.0,61.4,4.7,5,85.0,3,0,,1,1.2,4.0,4.0,0.0,0.0,-0.34,4.7,0.0,0.0,0.0,4.0,2.0,0.0,21.0,2.0,7.0,,,0.0
INT-World Cup,2022,Croatia,Bruno Petković,Croatia,FW,27,1. Dinamo Zagreb,1994,6.0,1.0,234.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.38,0.0,0.38,0.38,0.38,2.6,1.0,1.0,1.0,100.0,0.38,0.38,1.0,1.0,0.0,0.0,6,234.0,39.0,33.9,2.6,1,61.0,0,5,35.0,1,1.5,4.0,3.0,1.0,0.38,0.38,2.6,1.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,4.0,,,0.0
INT-World Cup,2022,Croatia,Dejan Lovren,Croatia,DF,32,1. Zenit,1989,6.0,6.0,600.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,6.7,0.0,4.0,1.0,25.0,0.6,0.15,0.0,0.0,0.0,0.0,6,600.0,100.0,87.0,6.7,6,100.0,6,0,,1,1.17,6.0,6.0,0.0,0.0,-1.0,6.7,1.0,0.0,0.0,2.0,5.0,1.0,3.0,6.0,2.0,,,0.0
INT-World Cup,2022,Croatia,Domagoj Vida,Croatia,"DF,MF",33,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,6,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Croatia,Dominik Livaković,Croatia,GK,27,1. Dinamo Zagreb,1995,7.0,7.0,690.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,7,690.0,99.0,100.0,7.7,7,99.0,7,0,,0,1.43,8.0,7.0,1.0,0.13,,7.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Croatia,Ivan Perišić,Croatia,"FW,MF",33,1. Tottenham,1989,7.0,7.0,669.0,7.4,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.13,0.4,0.54,0.13,0.54,7.4,1.0,16.0,4.0,25.0,2.15,0.54,0.06,0.25,0.0,0.0,7,669.0,96.0,97.0,7.4,7,96.0,4,0,,0,1.43,7.0,7.0,0.0,0.0,-4.29,7.4,0.0,0.0,0.0,10.0,0.0,3.0,27.0,7.0,3.0,,,0.0
INT-World Cup,2022,Croatia,Ivica Ivušić,Croatia,GK,27,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Croatia,Ivo Grbić,Croatia,GK,26,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Croatia,Josip Juranović,Croatia,DF,26,1. Celtic,1995,6.0,6.0,600.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,6.7,0.0,1.0,0.0,0.0,0.15,0.0,0.0,,0.0,0.0,6,600.0,100.0,87.0,6.7,6,100.0,6,0,,1,1.17,6.0,6.0,0.0,0.0,-1.0,6.7,0.0,0.0,0.0,1.0,6.0,0.0,24.0,2.0,7.0,,,0.0
INT-World Cup,2022,Croatia,Josip Stanišić,Croatia,DF,22,1. Bayern Munich,2000,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1,90.0,90.0,13.0,1.0,1,90.0,1,0,,5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,,,0.0
INT-World Cup,2022,Croatia,Josip Šutalo,Croatia,DF,22,1. Dinamo Zagreb,2000,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,90.0,90.0,13.0,1.0,1,90.0,1,0,,6,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Croatia,Joško Gvardiol,Croatia,DF,20,1. RB Leipzig,2002,7.0,7.0,690.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,7.7,1.0,2.0,1.0,50.0,0.26,0.13,0.5,1.0,0.0,0.0,7,690.0,99.0,100.0,7.7,7,99.0,7,0,,0,1.43,8.0,7.0,1.0,0.13,,7.7,0.0,0.0,0.0,8.0,6.0,0.0,1.0,12.0,7.0,,,0.0
INT-World Cup,2022,Croatia,Kristijan Jakić,Croatia,"DF,MF",25,1. Frankfurt,1997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Croatia,Lovro Majer,Croatia,MF,24,1. Rennes,1998,7.0,1.0,130.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,1.4,1.0,4.0,2.0,50.0,2.77,1.38,0.25,0.5,0.0,0.0,7,130.0,19.0,18.8,1.4,1,65.0,0,6,11.0,0,1.43,4.0,1.0,3.0,2.08,2.4,1.4,0.0,0.0,0.0,5.0,3.0,0.0,8.0,1.0,1.0,,,0.0
INT-World Cup,2022,Croatia,Luka Modrić,Croatia,MF,36,1. Real Madrid,1985,7.0,7.0,653.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,6.0,4.0,66.7,0.83,0.55,0.0,0.0,0.0,0.0,7,653.0,93.0,94.6,7.3,7,93.0,4,0,,0,1.43,7.0,7.0,0.0,0.0,-2.43,7.3,1.0,0.0,0.0,13.0,15.0,1.0,33.0,8.0,11.0,,,0.0
INT-World Cup,2022,Croatia,Luka Sučić,Croatia,"FW,MF",19,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Croatia,Marcelo Brozović,Croatia,MF,29,1. Inter,1992,6.0,6.0,552.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,4.0,2.0,50.0,0.65,0.33,0.0,0.0,0.0,0.0,6,552.0,92.0,80.0,6.1,6,92.0,4,0,,1,1.17,5.0,5.0,0.0,0.0,-0.65,6.1,1.0,0.0,0.0,12.0,11.0,0.0,4.0,4.0,7.0,,,0.0
INT-World Cup,2022,Croatia,Mario Pašalić,Croatia,FW,27,1. Atalanta,1995,7.0,2.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,7,271.0,39.0,39.3,3.0,2,58.0,0,5,31.0,0,1.43,1.0,2.0,-1.0,-0.33,-0.76,3.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,6.0,,,0.0
INT-World Cup,2022,Croatia,Marko Livaja,Croatia,FW,28,1. Hajduk Split,1993,6.0,3.0,241.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.37,0.37,0.75,0.37,0.75,2.7,1.0,6.0,4.0,66.7,2.24,1.49,0.17,0.25,0.0,0.0,6,241.0,40.0,34.9,2.7,3,62.0,0,3,18.0,1,1.5,4.0,2.0,2.0,0.75,0.95,2.7,0.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,,,0.0
INT-World Cup,2022,Croatia,Martin Erlić,Croatia,DF,24,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,7,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Croatia,Mateo Kovačić,Croatia,MF,28,1. Chelsea,1994,7.0,7.0,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,3.0,1.0,33.3,0.43,0.14,0.0,0.0,0.0,0.0,7,635.0,91.0,92.0,7.1,7,91.0,2,0,,0,1.43,6.0,7.0,-1.0,-0.14,-3.41,7.1,2.0,0.0,0.0,3.0,11.0,0.0,3.0,4.0,18.0,,,0.0
INT-World Cup,2022,Croatia,Mislav Oršić,Croatia,MF,29,1. Dinamo Zagreb,1992,6.0,1.0,162.0,1.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.56,1.11,1.67,0.56,1.67,1.8,1.0,9.0,2.0,22.2,5.0,1.11,0.11,0.5,0.0,0.0,6,162.0,27.0,23.5,1.8,1,89.0,0,5,15.0,1,1.5,4.0,2.0,2.0,1.11,1.28,1.8,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,3.0,,,0.0
INT-World Cup,2022,Croatia,Nikola Vlašić,Croatia,FW,24,1. Torino,1997,6.0,1.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,5.0,1.0,20.0,2.15,0.43,0.0,0.0,0.0,0.0,6,209.0,35.0,30.3,2.3,1,45.0,0,5,33.0,1,1.5,2.0,2.0,0.0,0.0,-0.19,2.3,0.0,0.0,0.0,4.0,6.0,0.0,4.0,1.0,1.0,,,0.0
INT-World Cup,2022,Denmark,Alexander Bah,Denmark,"DF,MF",24,1. Benfica,1997,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,3.91,0.0,0.0,,0.0,0.0,2,46.0,23.0,17.0,0.5,0,,0,2,23.0,1,0.0,0.0,1.0,-1.0,-1.96,-1.55,0.5,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,,,0.0
INT-World Cup,2022,Denmark,Andreas Christensen,Denmark,DF,26,1. Barcelona,1996,3.0,3.0,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,3.0,1.0,2.0,1.0,50.0,0.67,0.33,0.5,1.0,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,,,0.0
INT-World Cup,2022,Denmark,Andreas Cornelius,Denmark,FW,29,1. FC Copenhagen,1993,3.0,1.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,40.0,4.89,1.96,0.0,0.0,0.0,0.0,3,92.0,31.0,34.1,1.0,1,45.0,0,2,24.0,0,0.33,0.0,0.0,0.0,0.0,1.01,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,,,0.0
INT-World Cup,2022,Denmark,Andreas Skov Olsen,Denmark,FW,22,1. Club Brugge,1999,2.0,2.0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.0,1.0,25.0,2.73,0.68,0.0,0.0,0.0,0.0,2,132.0,66.0,48.9,1.5,2,66.0,0,0,,1,0.5,0.0,1.0,-1.0,-0.68,-0.03,1.5,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,,,0.0
INT-World Cup,2022,Denmark,Christian Eriksen,Denmark,MF,30,1. Manchester Utd,1992,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,25.0,1.33,0.33,0.0,0.0,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,3.0,0.0,0.0,0.0,2.0,1.0,0.0,30.0,0.0,0.0,,,0.0
INT-World Cup,2022,Denmark,Christian Nørgaard,Denmark,MF,28,1. Brentford,1994,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1,6.0,6.0,2.2,0.1,0,,0,1,6.0,2,0.0,0.0,1.0,-1.0,-15.0,-14.66,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Denmark,Daniel Wass,Denmark,"DF,MF",33,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Denmark,Frederik Rønnow,Denmark,GK,29,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Denmark,Jens Stryger Larsen,Denmark,"DF,MF",31,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Denmark,Jesper Lindstrøm,Denmark,FW,22,1. Frankfurt,2000,3.0,2.0,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,3.0,1.0,33.3,1.35,0.45,0.0,0.0,0.0,0.0,3,200.0,67.0,74.1,2.2,2,87.0,1,1,26.0,0,0.33,1.0,2.0,-1.0,-0.45,0.84,2.2,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,,,0.0
INT-World Cup,2022,Denmark,Joachim Andersen,Denmark,DF,26,1. Crystal Palace,1996,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,3.0,0.0,4.0,1.0,25.0,1.33,0.33,0.0,0.0,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,3.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,,,0.0
INT-World Cup,2022,Denmark,Joakim Mæhle,Denmark,"MF,DF",25,1. Atalanta,1997,3.0,3.0,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,2.0,0.0,0.0,0.72,0.0,0.0,,0.0,0.0,3,249.0,83.0,92.2,2.8,3,83.0,2,0,,0,0.33,1.0,3.0,-2.0,-0.72,-0.72,2.8,0.0,0.0,0.0,1.0,4.0,0.0,5.0,2.0,5.0,,,0.0
INT-World Cup,2022,Denmark,Jonas Wind,Denmark,"FW,MF",23,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,
INT-World Cup,2022,Denmark,Kasper Dolberg,Denmark,FW,24,1. Sevilla,1997,3.0,1.0,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,3.0,1.0,33.3,2.37,0.79,0.0,0.0,0.0,0.0,3,114.0,38.0,42.2,1.3,1,64.0,0,2,25.0,0,0.33,0.0,2.0,-2.0,-1.58,-1.58,1.3,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,,,0.0
INT-World Cup,2022,Denmark,Kasper Schmeichel,Denmark,GK,35,1. Nice,1986,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
INT-World Cup,2022,Denmark,Martin Braithwaite,Denmark,FW,31,1. Espanyol,1991,2.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.0,0.0,0.0,0.87,0.0,0.0,,0.0,0.0,2,103.0,52.0,38.1,1.1,1,58.0,0,1,45.0,1,0.0,1.0,2.0,-1.0,-0.87,-0.33,1.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0
